nivel_territorial_codigo,nivel_territorial,unidade_de_medida_codigo,unidade_de_medida,valor,brasil_codigo,brasil,variavel_codigo,variavel,periodo,mes,secoes_e_atividades_industriais_cnae_2_0_codigo,secoes_e_atividades_industriais_cnae_2_0,periodo_numerico,data,base,fonte,codigo,grandes_categorias_economicas_codigo,grandes_categorias_economicas,ajuste_sazonal,serie
1,Brasil,30,Número-índice,9559143,1,Brasil,11599,PIMPF - Número-índice (2012=100),200508,agosto 2005,129314,1 Indústria geral,200508,2005-08-01,Brasil - Produção industrial por setores,IBGE/SIDRA,8159,NA,NA,Não ajustada sazonalmente,Brasil - Produção industrial - Não ajustada sazonalmente
1,Brasil,30,Número-índice,9201793,1,Brasil,11599,PIMPF - Número-índice (2012=100),200509,setembro 2005,129314,1 Indústria geral,200509,2005-09-01,Brasil - Produção industrial por setores,IBGE/SIDRA,8159,NA,NA,Não ajustada sazonalmente,Brasil - Produção industrial - Não ajustada sazonalmente
1,Brasil,30,Número-índice,9372590,1,Brasil,11599,PIMPF - Número-índice (2012=100),200510,outubro 2005,129314,1 Indústria geral,200510,2005-10-01,Brasil - Produção industrial por setores,IBGE/SIDRA,8159,NA,NA,Não ajustada sazonalmente,Brasil - Produção industrial - Não ajustada sazonalmente
1,Brasil,30,Número-índice,9240954,1,Brasil,11599,PIMPF - Número-índice (2012=100),200511,novembro 2005,129314,1 Indústria geral,200511,2005-11-01,Brasil - Produção industrial por setores,IBGE/SIDRA,8159,NA,NA,Não ajustada sazonalmente,Brasil - Produção industrial - Não ajustada sazonalmente
1,Brasil,30,Número-índice,8662109,1,Brasil,11599,PIMPF - Número-índice (2012=100),200512,dezembro 2005,129314,1 Indústria geral,200512,2005-12-01,Brasil - Produção industrial por setores,IBGE/SIDRA,8159,NA,NA,Não ajustada sazonalmente,Brasil - Produção industrial - Não ajustada sazonalmente
1,Brasil,30,Número-índice,8365213,1,Brasil,11599,PIMPF - Número-índice (2012=100),200601,janeiro 2006,129314,1 Indústria geral,200601,2006-01-01,Brasil - Produção industrial por setores,IBGE/SIDRA,8159,NA,NA,Não ajustada sazonalmente,Brasil - Produção industrial - Não ajustada sazonalmente
1,Brasil,30,Número-índice,8020779,1,Brasil,11599,PIMPF - Número-índice (2012=100),200602,fevereiro 2006,129314,1 Indústria geral,200602,2006-02-01,Brasil - Produção industrial por setores,IBGE/SIDRA,8159,NA,NA,Não ajustada sazonalmente,Brasil - Produção industrial - Não ajustada sazonalmente
1,Brasil,30,Número-índice,9239900,1,Brasil,11599,PIMPF - Número-índice (2012=100),200603,março 2006,129314,1 Indústria geral,200603,2006-03-01,Brasil - Produção industrial por setores,IBGE/SIDRA,8159,NA,NA,Não ajustada sazonalmente,Brasil - Produção industrial - Não ajustada sazonalmente
1,Brasil,30,Número-índice,8566672,1,Brasil,11599,PIMPF - Número-índice (2012=100),200604,abril 2006,129314,1 Indústria geral,200604,2006-04-01,Brasil - Produção industrial por setores,IBGE/SIDRA,8159,NA,NA,Não ajustada sazonalmente,Brasil - Produção industrial - Não ajustada sazonalmente
1,Brasil,30,Número-índice,9535205,1,Brasil,11599,PIMPF - Número-índice (2012=100),200605,maio 2006,129314,1 Indústria geral,200605,2006-05-01,Brasil - Produção industrial por setores,IBGE/SIDRA,8159,NA,NA,Não ajustada sazonalmente,Brasil - Produção industrial - Não ajustada sazonalmente
1,Brasil,30,Número-índice,9110090,1,Brasil,11599,PIMPF - Número-índice (2012=100),200606,junho 2006,129314,1 Indústria geral,200606,2006-06-01,Brasil - Produção industrial por setores,IBGE/SIDRA,8159,NA,NA,Não ajustada sazonalmente,Brasil - Produção industrial - Não ajustada sazonalmente
1,Brasil,30,Número-índice,9375703,1,Brasil,11599,PIMPF - Número-índice (2012=100),200607,julho 2006,129314,1 Indústria geral,200607,2006-07-01,Brasil - Produção industrial por setores,IBGE/SIDRA,8159,NA,NA,Não ajustada sazonalmente,Brasil - Produção industrial - Não ajustada sazonalmente
1,Brasil,30,Número-índice,9856902,1,Brasil,11599,PIMPF - Número-índice (2012=100),200608,agosto 2006,129314,1 Indústria geral,200608,2006-08-01,Brasil - Produção industrial por setores,IBGE/SIDRA,8159,NA,NA,Não ajustada sazonalmente,Brasil - Produção industrial - Não ajustada sazonalmente
1,Brasil,30,Número-índice,9324271,1,Brasil,11599,PIMPF - Número-índice (2012=100),200609,setembro 2006,129314,1 Indústria geral,200609,2006-09-01,Brasil - Produção industrial por setores,IBGE/SIDRA,8159,NA,NA,Não ajustada sazonalmente,Brasil - Produção industrial - Não ajustada sazonalmente
1,Brasil,30,Número-índice,9746331,1,Brasil,11599,PIMPF - Número-índice (2012=100),200610,outubro 2006,129314,1 Indústria geral,200610,2006-10-01,Brasil - Produção industrial por setores,IBGE/SIDRA,8159,NA,NA,Não ajustada sazonalmente,Brasil - Produção industrial - Não ajustada sazonalmente
1,Brasil,30,Número-índice,9585113,1,Brasil,11599,PIMPF - Número-índice (2012=100),200611,novembro 2006,129314,1 Indústria geral,200611,2006-11-01,Brasil - Produção industrial por setores,IBGE/SIDRA,8159,NA,NA,Não ajustada sazonalmente,Brasil - Produção industrial - Não ajustada sazonalmente
1,Brasil,30,Número-índice,8696881,1,Brasil,11599,PIMPF - Número-índice (2012=100),200612,dezembro 2006,129314,1 Indústria geral,200612,2006-12-01,Brasil - Produção industrial por setores,IBGE/SIDRA,8159,NA,NA,Não ajustada sazonalmente,Brasil - Produção industrial - Não ajustada sazonalmente
1,Brasil,30,Número-índice,8700323,1,Brasil,11599,PIMPF - Número-índice (2012=100),200701,janeiro 2007,129314,1 Indústria geral,200701,2007-01-01,Brasil - Produção industrial por setores,IBGE/SIDRA,8159,NA,NA,Não ajustada sazonalmente,Brasil - Produção industrial - Não ajustada sazonalmente
1,Brasil,30,Número-índice,8257525,1,Brasil,11599,PIMPF - Número-índice (2012=100),200702,fevereiro 2007,129314,1 Indústria geral,200702,2007-02-01,Brasil - Produção industrial por setores,IBGE/SIDRA,8159,NA,NA,Não ajustada sazonalmente,Brasil - Produção industrial - Não ajustada sazonalmente
1,Brasil,30,Número-índice,9644413,1,Brasil,11599,PIMPF - Número-índice (2012=100),200703,março 2007,129314,1 Indústria geral,200703,2007-03-01,Brasil - Produção industrial por setores,IBGE/SIDRA,8159,NA,NA,Não ajustada sazonalmente,Brasil - Produção industrial - Não ajustada sazonalmente
1,Brasil,30,Número-índice,9061288,1,Brasil,11599,PIMPF - Número-índice (2012=100),200704,abril 2007,129314,1 Indústria geral,200704,2007-04-01,Brasil - Produção industrial por setores,IBGE/SIDRA,8159,NA,NA,Não ajustada sazonalmente,Brasil - Produção industrial - Não ajustada sazonalmente
1,Brasil,30,Número-índice,9989001,1,Brasil,11599,PIMPF - Número-índice (2012=100),200705,maio 2007,129314,1 Indústria geral,200705,2007-05-01,Brasil - Produção industrial por setores,IBGE/SIDRA,8159,NA,NA,Não ajustada sazonalmente,Brasil - Produção industrial - Não ajustada sazonalmente
1,Brasil,30,Número-índice,9686738,1,Brasil,11599,PIMPF - Número-índice (2012=100),200706,junho 2007,129314,1 Indústria geral,200706,2007-06-01,Brasil - Produção industrial por setores,IBGE/SIDRA,8159,NA,NA,Não ajustada sazonalmente,Brasil - Produção industrial - Não ajustada sazonalmente
1,Brasil,30,Número-índice,9983717,1,Brasil,11599,PIMPF - Número-índice (2012=100),200707,julho 2007,129314,1 Indústria geral,200707,2007-07-01,Brasil - Produção industrial por setores,IBGE/SIDRA,8159,NA,NA,Não ajustada sazonalmente,Brasil - Produção industrial - Não ajustada sazonalmente
1,Brasil,30,Número-índice,10493052,1,Brasil,11599,PIMPF - Número-índice (2012=100),200708,agosto 2007,129314,1 Indústria geral,200708,2007-08-01,Brasil - Produção industrial por setores,IBGE/SIDRA,8159,NA,NA,Não ajustada sazonalmente,Brasil - Produção industrial - Não ajustada sazonalmente
1,Brasil,30,Número-índice,9835279,1,Brasil,11599,PIMPF - Número-índice (2012=100),200709,setembro 2007,129314,1 Indústria geral,200709,2007-09-01,Brasil - Produção industrial por setores,IBGE/SIDRA,8159,NA,NA,Não ajustada sazonalmente,Brasil - Produção industrial - Não ajustada sazonalmente
1,Brasil,30,Número-índice,10782723,1,Brasil,11599,PIMPF - Número-índice (2012=100),200710,outubro 2007,129314,1 Indústria geral,200710,2007-10-01,Brasil - Produção industrial por setores,IBGE/SIDRA,8159,NA,NA,Não ajustada sazonalmente,Brasil - Produção industrial - Não ajustada sazonalmente
1,Brasil,30,Número-índice,10240580,1,Brasil,11599,PIMPF - Número-índice (2012=100),200711,novembro 2007,129314,1 Indústria geral,200711,2007-11-01,Brasil - Produção industrial por setores,IBGE/SIDRA,8159,NA,NA,Não ajustada sazonalmente,Brasil - Produção industrial - Não ajustada sazonalmente
1,Brasil,30,Número-índice,9262514,1,Brasil,11599,PIMPF - Número-índice (2012=100),200712,dezembro 2007,129314,1 Indústria geral,200712,2007-12-01,Brasil - Produção industrial por setores,IBGE/SIDRA,8159,NA,NA,Não ajustada sazonalmente,Brasil - Produção industrial - Não ajustada sazonalmente
1,Brasil,30,Número-índice,9478769,1,Brasil,11599,PIMPF - Número-índice (2012=100),200801,janeiro 2008,129314,1 Indústria geral,200801,2008-01-01,Brasil - Produção industrial por setores,IBGE/SIDRA,8159,NA,NA,Não ajustada sazonalmente,Brasil - Produção industrial - Não ajustada sazonalmente
1,Brasil,30,Número-índice,9107573,1,Brasil,11599,PIMPF - Número-índice (2012=100),200802,fevereiro 2008,129314,1 Indústria geral,200802,2008-02-01,Brasil - Produção industrial por setores,IBGE/SIDRA,8159,NA,NA,Não ajustada sazonalmente,Brasil - Produção industrial - Não ajustada sazonalmente
1,Brasil,30,Número-índice,9774228,1,Brasil,11599,PIMPF - Número-índice (2012=100),200803,março 2008,129314,1 Indústria geral,200803,2008-03-01,Brasil - Produção industrial por setores,IBGE/SIDRA,8159,NA,NA,Não ajustada sazonalmente,Brasil - Produção industrial - Não ajustada sazonalmente
1,Brasil,30,Número-índice,9923669,1,Brasil,11599,PIMPF - Número-índice (2012=100),200804,abril 2008,129314,1 Indústria geral,200804,2008-04-01,Brasil - Produção industrial por setores,IBGE/SIDRA,8159,NA,NA,Não ajustada sazonalmente,Brasil - Produção industrial - Não ajustada sazonalmente
1,Brasil,30,Número-índice,10245747,1,Brasil,11599,PIMPF - Número-índice (2012=100),200805,maio 2008,129314,1 Indústria geral,200805,2008-05-01,Brasil - Produção industrial por setores,IBGE/SIDRA,8159,NA,NA,Não ajustada sazonalmente,Brasil - Produção industrial - Não ajustada sazonalmente
1,Brasil,30,Número-índice,10327342,1,Brasil,11599,PIMPF - Número-índice (2012=100),200806,junho 2008,129314,1 Indústria geral,200806,2008-06-01,Brasil - Produção industrial por setores,IBGE/SIDRA,8159,NA,NA,Não ajustada sazonalmente,Brasil - Produção industrial - Não ajustada sazonalmente
1,Brasil,30,Número-índice,10850247,1,Brasil,11599,PIMPF - Número-índice (2012=100),200807,julho 2008,129314,1 Indústria geral,200807,2008-07-01,Brasil - Produção industrial por setores,IBGE/SIDRA,8159,NA,NA,Não ajustada sazonalmente,Brasil - Produção industrial - Não ajustada sazonalmente
1,Brasil,30,Número-índice,10691062,1,Brasil,11599,PIMPF - Número-índice (2012=100),200808,agosto 2008,129314,1 Indústria geral,200808,2008-08-01,Brasil - Produção industrial por setores,IBGE/SIDRA,8159,NA,NA,Não ajustada sazonalmente,Brasil - Produção industrial - Não ajustada sazonalmente
1,Brasil,30,Número-índice,10732784,1,Brasil,11599,PIMPF - Número-índice (2012=100),200809,setembro 2008,129314,1 Indústria geral,200809,2008-09-01,Brasil - Produção industrial por setores,IBGE/SIDRA,8159,NA,NA,Não ajustada sazonalmente,Brasil - Produção industrial - Não ajustada sazonalmente
1,Brasil,30,Número-índice,10842509,1,Brasil,11599,PIMPF - Número-índice (2012=100),200810,outubro 2008,129314,1 Indústria geral,200810,2008-10-01,Brasil - Produção industrial por setores,IBGE/SIDRA,8159,NA,NA,Não ajustada sazonalmente,Brasil - Produção industrial - Não ajustada sazonalmente
1,Brasil,30,Número-índice,9618181,1,Brasil,11599,PIMPF - Número-índice (2012=100),200811,novembro 2008,129314,1 Indústria geral,200811,2008-11-01,Brasil - Produção industrial por setores,IBGE/SIDRA,8159,NA,NA,Não ajustada sazonalmente,Brasil - Produção industrial - Não ajustada sazonalmente
1,Brasil,30,Número-índice,7911826,1,Brasil,11599,PIMPF - Número-índice (2012=100),200812,dezembro 2008,129314,1 Indústria geral,200812,2008-12-01,Brasil - Produção industrial por setores,IBGE/SIDRA,8159,NA,NA,Não ajustada sazonalmente,Brasil - Produção industrial - Não ajustada sazonalmente
1,Brasil,30,Número-índice,7866338,1,Brasil,11599,PIMPF - Número-índice (2012=100),200901,janeiro 2009,129314,1 Indústria geral,200901,2009-01-01,Brasil - Produção industrial por setores,IBGE/SIDRA,8159,NA,NA,Não ajustada sazonalmente,Brasil - Produção industrial - Não ajustada sazonalmente
1,Brasil,30,Número-índice,7606049,1,Brasil,11599,PIMPF - Número-índice (2012=100),200902,fevereiro 2009,129314,1 Indústria geral,200902,2009-02-01,Brasil - Produção industrial por setores,IBGE/SIDRA,8159,NA,NA,Não ajustada sazonalmente,Brasil - Produção industrial - Não ajustada sazonalmente
1,Brasil,30,Número-índice,8855244,1,Brasil,11599,PIMPF - Número-índice (2012=100),200903,março 2009,129314,1 Indústria geral,200903,2009-03-01,Brasil - Produção industrial por setores,IBGE/SIDRA,8159,NA,NA,Não ajustada sazonalmente,Brasil - Produção industrial - Não ajustada sazonalmente
1,Brasil,30,Número-índice,8522504,1,Brasil,11599,PIMPF - Número-índice (2012=100),200904,abril 2009,129314,1 Indústria geral,200904,2009-04-01,Brasil - Produção industrial por setores,IBGE/SIDRA,8159,NA,NA,Não ajustada sazonalmente,Brasil - Produção industrial - Não ajustada sazonalmente
1,Brasil,30,Número-índice,9126478,1,Brasil,11599,PIMPF - Número-índice (2012=100),200905,maio 2009,129314,1 Indústria geral,200905,2009-05-01,Brasil - Produção industrial por setores,IBGE/SIDRA,8159,NA,NA,Não ajustada sazonalmente,Brasil - Produção industrial - Não ajustada sazonalmente
1,Brasil,30,Número-índice,9219055,1,Brasil,11599,PIMPF - Número-índice (2012=100),200906,junho 2009,129314,1 Indústria geral,200906,2009-06-01,Brasil - Produção industrial por setores,IBGE/SIDRA,8159,NA,NA,Não ajustada sazonalmente,Brasil - Produção industrial - Não ajustada sazonalmente
1,Brasil,30,Número-índice,9771020,1,Brasil,11599,PIMPF - Número-índice (2012=100),200907,julho 2009,129314,1 Indústria geral,200907,2009-07-01,Brasil - Produção industrial por setores,IBGE/SIDRA,8159,NA,NA,Não ajustada sazonalmente,Brasil - Produção industrial - Não ajustada sazonalmente
1,Brasil,30,Número-índice,9963385,1,Brasil,11599,PIMPF - Número-índice (2012=100),200908,agosto 2009,129314,1 Indústria geral,200908,2009-08-01,Brasil - Produção industrial por setores,IBGE/SIDRA,8159,NA,NA,Não ajustada sazonalmente,Brasil - Produção industrial - Não ajustada sazonalmente
1,Brasil,30,Número-índice,9944059,1,Brasil,11599,PIMPF - Número-índice (2012=100),200909,setembro 2009,129314,1 Indústria geral,200909,2009-09-01,Brasil - Produção industrial por setores,IBGE/SIDRA,8159,NA,NA,Não ajustada sazonalmente,Brasil - Produção industrial - Não ajustada sazonalmente
1,Brasil,30,Número-índice,10561536,1,Brasil,11599,PIMPF - Número-índice (2012=100),200910,outubro 2009,129314,1 Indústria geral,200910,2009-10-01,Brasil - Produção industrial por setores,IBGE/SIDRA,8159,NA,NA,Não ajustada sazonalmente,Brasil - Produção industrial - Não ajustada sazonalmente
1,Brasil,30,Número-índice,10137881,1,Brasil,11599,PIMPF - Número-índice (2012=100),200911,novembro 2009,129314,1 Indústria geral,200911,2009-11-01,Brasil - Produção industrial por setores,IBGE/SIDRA,8159,NA,NA,Não ajustada sazonalmente,Brasil - Produção industrial - Não ajustada sazonalmente
1,Brasil,30,Número-índice,9407476,1,Brasil,11599,PIMPF - Número-índice (2012=100),200912,dezembro 2009,129314,1 Indústria geral,200912,2009-12-01,Brasil - Produção industrial por setores,IBGE/SIDRA,8159,NA,NA,Não ajustada sazonalmente,Brasil - Produção industrial - Não ajustada sazonalmente
1,Brasil,30,Número-índice,9120876,1,Brasil,11599,PIMPF - Número-índice (2012=100),201001,janeiro 2010,129314,1 Indústria geral,201001,2010-01-01,Brasil - Produção industrial por setores,IBGE/SIDRA,8159,NA,NA,Não ajustada sazonalmente,Brasil - Produção industrial - Não ajustada sazonalmente
1,Brasil,30,Número-índice,8895149,1,Brasil,11599,PIMPF - Número-índice (2012=100),201002,fevereiro 2010,129314,1 Indústria geral,201002,2010-02-01,Brasil - Produção industrial por setores,IBGE/SIDRA,8159,NA,NA,Não ajustada sazonalmente,Brasil - Produção industrial - Não ajustada sazonalmente
1,Brasil,30,Número-índice,10507767,1,Brasil,11599,PIMPF - Número-índice (2012=100),201003,março 2010,129314,1 Indústria geral,201003,2010-03-01,Brasil - Produção industrial por setores,IBGE/SIDRA,8159,NA,NA,Não ajustada sazonalmente,Brasil - Produção industrial - Não ajustada sazonalmente
1,Brasil,30,Número-índice,9930561,1,Brasil,11599,PIMPF - Número-índice (2012=100),201004,abril 2010,129314,1 Indústria geral,201004,2010-04-01,Brasil - Produção industrial por setores,IBGE/SIDRA,8159,NA,NA,Não ajustada sazonalmente,Brasil - Produção industrial - Não ajustada sazonalmente
1,Brasil,30,Número-índice,10427978,1,Brasil,11599,PIMPF - Número-índice (2012=100),201005,maio 2010,129314,1 Indústria geral,201005,2010-05-01,Brasil - Produção industrial por setores,IBGE/SIDRA,8159,NA,NA,Não ajustada sazonalmente,Brasil - Produção industrial - Não ajustada sazonalmente
1,Brasil,30,Número-índice,10249638,1,Brasil,11599,PIMPF - Número-índice (2012=100),201006,junho 2010,129314,1 Indústria geral,201006,2010-06-01,Brasil - Produção industrial por setores,IBGE/SIDRA,8159,NA,NA,Não ajustada sazonalmente,Brasil - Produção industrial - Não ajustada sazonalmente
1,Brasil,30,Número-índice,10688722,1,Brasil,11599,PIMPF - Número-índice (2012=100),201007,julho 2010,129314,1 Indústria geral,201007,2010-07-01,Brasil - Produção industrial por setores,IBGE/SIDRA,8159,NA,NA,Não ajustada sazonalmente,Brasil - Produção industrial - Não ajustada sazonalmente
1,Brasil,30,Número-índice,10814430,1,Brasil,11599,PIMPF - Número-índice (2012=100),201008,agosto 2010,129314,1 Indústria geral,201008,2010-08-01,Brasil - Produção industrial por setores,IBGE/SIDRA,8159,NA,NA,Não ajustada sazonalmente,Brasil - Produção industrial - Não ajustada sazonalmente
1,Brasil,30,Número-índice,10579990,1,Brasil,11599,PIMPF - Número-índice (2012=100),201009,setembro 2010,129314,1 Indústria geral,201009,2010-09-01,Brasil - Produção industrial por setores,IBGE/SIDRA,8159,NA,NA,Não ajustada sazonalmente,Brasil - Produção industrial - Não ajustada sazonalmente
1,Brasil,30,Número-índice,10773553,1,Brasil,11599,PIMPF - Número-índice (2012=100),201010,outubro 2010,129314,1 Indústria geral,201010,2010-10-01,Brasil - Produção industrial por setores,IBGE/SIDRA,8159,NA,NA,Não ajustada sazonalmente,Brasil - Produção industrial - Não ajustada sazonalmente
1,Brasil,30,Número-índice,10677447,1,Brasil,11599,PIMPF - Número-índice (2012=100),201011,novembro 2010,129314,1 Indústria geral,201011,2010-11-01,Brasil - Produção industrial por setores,IBGE/SIDRA,8159,NA,NA,Não ajustada sazonalmente,Brasil - Produção industrial - Não ajustada sazonalmente
1,Brasil,30,Número-índice,9657787,1,Brasil,11599,PIMPF - Número-índice (2012=100),201012,dezembro 2010,129314,1 Indústria geral,201012,2010-12-01,Brasil - Produção industrial por setores,IBGE/SIDRA,8159,NA,NA,Não ajustada sazonalmente,Brasil - Produção industrial - Não ajustada sazonalmente
1,Brasil,30,Número-índice,9322360,1,Brasil,11599,PIMPF - Número-índice (2012=100),201101,janeiro 2011,129314,1 Indústria geral,201101,2011-01-01,Brasil - Produção industrial por setores,IBGE/SIDRA,8159,NA,NA,Não ajustada sazonalmente,Brasil - Produção industrial - Não ajustada sazonalmente
1,Brasil,30,Número-índice,9541042,1,Brasil,11599,PIMPF - Número-índice (2012=100),201102,fevereiro 2011,129314,1 Indústria geral,201102,2011-02-01,Brasil - Produção industrial por setores,IBGE/SIDRA,8159,NA,NA,Não ajustada sazonalmente,Brasil - Produção industrial - Não ajustada sazonalmente
1,Brasil,30,Número-índice,10437887,1,Brasil,11599,PIMPF - Número-índice (2012=100),201103,março 2011,129314,1 Indústria geral,201103,2011-03-01,Brasil - Produção industrial por setores,IBGE/SIDRA,8159,NA,NA,Não ajustada sazonalmente,Brasil - Produção industrial - Não ajustada sazonalmente
1,Brasil,30,Número-índice,9749711,1,Brasil,11599,PIMPF - Número-índice (2012=100),201104,abril 2011,129314,1 Indústria geral,201104,2011-04-01,Brasil - Produção industrial por setores,IBGE/SIDRA,8159,NA,NA,Não ajustada sazonalmente,Brasil - Produção industrial - Não ajustada sazonalmente
1,Brasil,30,Número-índice,10710605,1,Brasil,11599,PIMPF - Número-índice (2012=100),201105,maio 2011,129314,1 Indústria geral,201105,2011-05-01,Brasil - Produção industrial por setores,IBGE/SIDRA,8159,NA,NA,Não ajustada sazonalmente,Brasil - Produção industrial - Não ajustada sazonalmente
1,Brasil,30,Número-índice,10280794,1,Brasil,11599,PIMPF - Número-índice (2012=100),201106,junho 2011,129314,1 Indústria geral,201106,2011-06-01,Brasil - Produção industrial por setores,IBGE/SIDRA,8159,NA,NA,Não ajustada sazonalmente,Brasil - Produção industrial - Não ajustada sazonalmente
1,Brasil,30,Número-índice,10606639,1,Brasil,11599,PIMPF - Número-índice (2012=100),201107,julho 2011,129314,1 Indústria geral,201107,2011-07-01,Brasil - Produção industrial por setores,IBGE/SIDRA,8159,NA,NA,Não ajustada sazonalmente,Brasil - Produção industrial - Não ajustada sazonalmente
1,Brasil,30,Número-índice,11082280,1,Brasil,11599,PIMPF - Número-índice (2012=100),201108,agosto 2011,129314,1 Indústria geral,201108,2011-08-01,Brasil - Produção industrial por setores,IBGE/SIDRA,8159,NA,NA,Não ajustada sazonalmente,Brasil - Produção industrial - Não ajustada sazonalmente
1,Brasil,30,Número-índice,10478555,1,Brasil,11599,PIMPF - Número-índice (2012=100),201109,setembro 2011,129314,1 Indústria geral,201109,2011-09-01,Brasil - Produção industrial por setores,IBGE/SIDRA,8159,NA,NA,Não ajustada sazonalmente,Brasil - Produção industrial - Não ajustada sazonalmente
1,Brasil,30,Número-índice,10627101,1,Brasil,11599,PIMPF - Número-índice (2012=100),201110,outubro 2011,129314,1 Indústria geral,201110,2011-10-01,Brasil - Produção industrial por setores,IBGE/SIDRA,8159,NA,NA,Não ajustada sazonalmente,Brasil - Produção industrial - Não ajustada sazonalmente
1,Brasil,30,Número-índice,10418000,1,Brasil,11599,PIMPF - Número-índice (2012=100),201111,novembro 2011,129314,1 Indústria geral,201111,2011-11-01,Brasil - Produção industrial por setores,IBGE/SIDRA,8159,NA,NA,Não ajustada sazonalmente,Brasil - Produção industrial - Não ajustada sazonalmente
1,Brasil,30,Número-índice,9567865,1,Brasil,11599,PIMPF - Número-índice (2012=100),201112,dezembro 2011,129314,1 Indústria geral,201112,2011-12-01,Brasil - Produção industrial por setores,IBGE/SIDRA,8159,NA,NA,Não ajustada sazonalmente,Brasil - Produção industrial - Não ajustada sazonalmente
1,Brasil,30,Número-índice,8869521,1,Brasil,11599,PIMPF - Número-índice (2012=100),201201,janeiro 2012,129314,1 Indústria geral,201201,2012-01-01,Brasil - Produção industrial por setores,IBGE/SIDRA,8159,NA,NA,Não ajustada sazonalmente,Brasil - Produção industrial - Não ajustada sazonalmente
1,Brasil,30,Número-índice,8983275,1,Brasil,11599,PIMPF - Número-índice (2012=100),201202,fevereiro 2012,129314,1 Indústria geral,201202,2012-02-01,Brasil - Produção industrial por setores,IBGE/SIDRA,8159,NA,NA,Não ajustada sazonalmente,Brasil - Produção industrial - Não ajustada sazonalmente
1,Brasil,30,Número-índice,9969991,1,Brasil,11599,PIMPF - Número-índice (2012=100),201203,março 2012,129314,1 Indústria geral,201203,2012-03-01,Brasil - Produção industrial por setores,IBGE/SIDRA,8159,NA,NA,Não ajustada sazonalmente,Brasil - Produção industrial - Não ajustada sazonalmente
1,Brasil,30,Número-índice,9276361,1,Brasil,11599,PIMPF - Número-índice (2012=100),201204,abril 2012,129314,1 Indústria geral,201204,2012-04-01,Brasil - Produção industrial por setores,IBGE/SIDRA,8159,NA,NA,Não ajustada sazonalmente,Brasil - Produção industrial - Não ajustada sazonalmente
1,Brasil,30,Número-índice,10245065,1,Brasil,11599,PIMPF - Número-índice (2012=100),201205,maio 2012,129314,1 Indústria geral,201205,2012-05-01,Brasil - Produção industrial por setores,IBGE/SIDRA,8159,NA,NA,Não ajustada sazonalmente,Brasil - Produção industrial - Não ajustada sazonalmente
1,Brasil,30,Número-índice,9825850,1,Brasil,11599,PIMPF - Número-índice (2012=100),201206,junho 2012,129314,1 Indústria geral,201206,2012-06-01,Brasil - Produção industrial por setores,IBGE/SIDRA,8159,NA,NA,Não ajustada sazonalmente,Brasil - Produção industrial - Não ajustada sazonalmente
1,Brasil,30,Número-índice,10449349,1,Brasil,11599,PIMPF - Número-índice (2012=100),201207,julho 2012,129314,1 Indústria geral,201207,2012-07-01,Brasil - Produção industrial por setores,IBGE/SIDRA,8159,NA,NA,Não ajustada sazonalmente,Brasil - Produção industrial - Não ajustada sazonalmente
1,Brasil,30,Número-índice,11151784,1,Brasil,11599,PIMPF - Número-índice (2012=100),201208,agosto 2012,129314,1 Indústria geral,201208,2012-08-01,Brasil - Produção industrial por setores,IBGE/SIDRA,8159,NA,NA,Não ajustada sazonalmente,Brasil - Produção industrial - Não ajustada sazonalmente
1,Brasil,30,Número-índice,10342560,1,Brasil,11599,PIMPF - Número-índice (2012=100),201209,setembro 2012,129314,1 Indústria geral,201209,2012-09-01,Brasil - Produção industrial por setores,IBGE/SIDRA,8159,NA,NA,Não ajustada sazonalmente,Brasil - Produção industrial - Não ajustada sazonalmente
1,Brasil,30,Número-índice,11179012,1,Brasil,11599,PIMPF - Número-índice (2012=100),201210,outubro 2012,129314,1 Indústria geral,201210,2012-10-01,Brasil - Produção industrial por setores,IBGE/SIDRA,8159,NA,NA,Não ajustada sazonalmente,Brasil - Produção industrial - Não ajustada sazonalmente
1,Brasil,30,Número-índice,10483123,1,Brasil,11599,PIMPF - Número-índice (2012=100),201211,novembro 2012,129314,1 Indústria geral,201211,2012-11-01,Brasil - Produção industrial por setores,IBGE/SIDRA,8159,NA,NA,Não ajustada sazonalmente,Brasil - Produção industrial - Não ajustada sazonalmente
1,Brasil,30,Número-índice,9224109,1,Brasil,11599,PIMPF - Número-índice (2012=100),201212,dezembro 2012,129314,1 Indústria geral,201212,2012-12-01,Brasil - Produção industrial por setores,IBGE/SIDRA,8159,NA,NA,Não ajustada sazonalmente,Brasil - Produção industrial - Não ajustada sazonalmente
1,Brasil,30,Número-índice,9449635,1,Brasil,11599,PIMPF - Número-índice (2012=100),201301,janeiro 2013,129314,1 Indústria geral,201301,2013-01-01,Brasil - Produção industrial por setores,IBGE/SIDRA,8159,NA,NA,Não ajustada sazonalmente,Brasil - Produção industrial - Não ajustada sazonalmente
1,Brasil,30,Número-índice,8806255,1,Brasil,11599,PIMPF - Número-índice (2012=100),201302,fevereiro 2013,129314,1 Indústria geral,201302,2013-02-01,Brasil - Produção industrial por setores,IBGE/SIDRA,8159,NA,NA,Não ajustada sazonalmente,Brasil - Produção industrial - Não ajustada sazonalmente
